date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:22:47	160253/160253	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20May%202026%2016:22:46%20GMT	/ficha/ground-floor-apartment/orihuela/la-murada-los-vicentes/8569/27761236/en/	D:/GESSICON%20WEB/Gessicon_Local/www.gessicon.com/ficha/ground-floor-apartment/orihuela/la-murada-los-vicentes/8569/27761236/en/index.html	(from /)
18:22:48	235938/235938	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20May%202026%2016:22:47%20GMT	/index.php?&idio=2&res=	D:/GESSICON%20WEB/Gessicon_Local/www.gessicon.com/indexc92d.html	(from /)
18:22:48	118653/118653	---M--	200	added ('OK')	image/gif	etag:%22660bed94-1cf7d%22	/img/mapapropiedades/mapapropiedades.gif	D:/GESSICON%20WEB/Gessicon_Local/www.gessicon.com/img/mapapropiedades/mapapropiedades.gif	(from /)
18:22:48	166134/166134	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20May%202026%2016:22:48%20GMT	/index.php?vermapa=1&buscador=1	D:/GESSICON%20WEB/Gessicon_Local/www.gessicon.com/indexf033.html	(from /)
18:22:48	663/663	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22297-65125e4aace69%22	/img/mapapropiedades/iconoMapa.svg	D:/GESSICON%20WEB/Gessicon_Local/www.gessicon.com/img/mapapropiedades/iconoMapa.svg	(from /)
18:22:49	103373/103373	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20May%202026%2016:22:48%20GMT	/seccion.php?sec=company&nombre=company	D:/GESSICON%20WEB/Gessicon_Local/www.gessicon.com/seccion5595.html	(from /)
18:22:49	126144/126144	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20May%202026%2016:22:49%20GMT	/alertas.php	D:/GESSICON%20WEB/Gessicon_Local/www.gessicon.com/alertas.html	(from /)
18:22:54	74500/74500	---MCZ	200	added ('OK')	text/xml	date:Wed,%2006%20May%202026%2016:22:53%20GMT	/rss	D:/GESSICON%20WEB/Gessicon_Local/www.gessicon.com/rss	(from /)
18:22:54	3519/3519	---M--	200	added ('OK')	image/png	etag:%2269fb3ddc-dbf%22	/img/social/rss2.png	D:/GESSICON%20WEB/Gessicon_Local/www.gessicon.com/img/social/rss2.png	(from /)
18:22:54	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%2269fb3ddc-15d84%22	/js/lib/jquery-3.5.1.min.js	D:/GESSICON%20WEB/Gessicon_Local/www.gessicon.com/js/lib/jquery-3.5.1.min.js	(from /)
